PMID,Title,Journal,Publication Date,DOI,PMC ID,Free Text Availability
18083829,CTA4 transcription factor mediates induction of nitrosative stress response in Candida albicans.,Eukaryotic cell,"{'Year': '2008', 'Month': 'Feb'}",10.1128/EC.00240-07,PMC2238162,Likely Freely Available
19818013,"Role of the heat shock transcription factor, Hsf1, in a major fungal pathogen that is obligately associated with warm-blooded animals.",Molecular microbiology,"{'Year': '2009', 'Month': 'Nov'}",10.1111/j.1365-2958.2009.06883.x,PMC3675641,Likely Freely Available
16682457,Regulatory genes controlling fatty acid catabolism and peroxisomal functions in the filamentous fungus Aspergillus nidulans.,Eukaryotic cell,"{'Year': '2006', 'Month': 'May'}",10.1128/EC.5.5.794-805.2006,PMC1459687,Likely Freely Available
37980562,Cytochrome c regulates hyphal morphogenesis by interfering with cAMP-PKA signaling in Candida albicans.,Cell reports,"{'Year': '2023', 'Month': 'Dec', 'Day': '26'}",10.1016/j.celrep.2023.113473,,Likely no free text
12777486,The Candida albicans CTR1 gene encodes a functional copper transporter.,"Microbiology (Reading, England)","{'Year': '2003', 'Month': 'Jun'}",10.1099/mic.0.26172-0,,Likely no free text
15256562,The CaCTR1 gene is required for high-affinity iron uptake and is transcriptionally controlled by a copper-sensing transactivator encoded by CaMAC1.,"Microbiology (Reading, England)","{'Year': '2004', 'Month': 'Jul'}",10.1099/mic.0.27004-0,,Likely no free text
38790632,Unravelling the Role of <i>Candida albicans</i> Prn1 in the Oxidative Stress Response through a Proteomics Approach.,"Antioxidants (Basel, Switzerland)","{'Year': '2024', 'Month': 'Apr', 'Day': '26'}",10.3390/antiox13050527,PMC11118716,Likely Freely Available
10517595,A novel copper-binding protein with characteristics of a metallothionein from a clinical isolate of Candida albicans.,"Microbiology (Reading, England)","{'Year': '1999', 'Month': 'Sep'}",10.1099/00221287-145-9-2423,,Likely no free text
8436951,Cloning and sequencing of two Candida parapsilosis genes encoding acid proteases.,Journal of general microbiology,"{'Year': '1993', 'Month': 'Feb'}",10.1099/00221287-139-2-335,,Likely no free text
23913543,Candida albicans VMA3 is necessary for V-ATPase assembly and function and contributes to secretion and filamentation.,Eukaryotic cell,"{'Year': '2013', 'Month': 'Oct'}",10.1128/EC.00118-13,PMC3811332,Likely Freely Available
20358285,Biochemical characterization of Candida albicans alpha-glucosidase I heterologously expressed in Escherichia coli.,Antonie van Leeuwenhoek,"{'Year': '2010', 'Month': 'Oct'}",10.1007/s10482-010-9437-1,,Likely no free text
17933909,"Endoplasmic reticulum alpha-glycosidases of Candida albicans are required for N glycosylation, cell wall integrity, and normal host-fungus interaction.",Eukaryotic cell,"{'Year': '2007', 'Month': 'Dec'}",10.1128/EC.00350-07,PMC2168260,Likely Freely Available
12384344,Evaluation of differential gene expression in fluconazole-susceptible and -resistant isolates of Candida albicans by cDNA microarray analysis.,Antimicrobial agents and chemotherapy,"{'Year': '2002', 'Month': 'Nov'}",10.1128/AAC.46.11.3412-3417.2002,PMC128735,Likely Freely Available
36121853,"Cek1 regulates ß(1,3)-glucan exposure through calcineurin effectors in Candida albicans.",PLoS genetics,"{'Year': '2022', 'Month': 'Sep'}",10.1371/journal.pgen.1010405,PMC9521907,Likely Freely Available
13129622,Characterization of a Candida albicans gene encoding a putative transcriptional factor required for cell wall integrity.,FEMS microbiology letters,"{'Year': '2003', 'Month': 'Sep', 'Day': '12'}",10.1016/S0378-1097(03)00588-3,,Likely no free text
19908200,"Dosage-dependent roles of the Cwt1 transcription factor for cell wall architecture, morphogenesis, drug sensitivity and virulence in Candida albicans.","Yeast (Chichester, England)","{'Year': '2010', 'Month': 'Feb'}",10.1002/yea.1733,,Likely no free text
22952822,A novel role for the transcription factor Cwt1p as a negative regulator of nitrosative stress in Candida albicans.,PloS one,{'Year': '2012'},10.1371/journal.pone.0043956,PMC3430608,Likely Freely Available
15328107,Disruption of the Candida albicans CYB5 gene results in increased azole sensitivity.,Antimicrobial agents and chemotherapy,"{'Year': '2004', 'Month': 'Sep'}",10.1128/AAC.48.9.3425-3435.2004,PMC514794,Likely Freely Available
9271112,Phylogenetic relationships of fungal cytochromes c.,"Yeast (Chichester, England)","{'Year': '1997', 'Month': 'Aug'}",10.1002/(SICI)1097-0061(199708)13:10<985::AID-YEA153>3.0.CO;2-T,,Likely no free text
14693527,Human salivary histatin 5 fungicidal action does not induce programmed cell death pathways in Candida albicans.,Antimicrobial agents and chemotherapy,"{'Year': '2004', 'Month': 'Jan'}",10.1128/AAC.48.1.110-115.2004,PMC310185,Likely Freely Available
9786186,Molecular cloning and characterization of a Candida albicans gene coding for cytochrome c haem lyase and a cell wall-related protein.,Molecular microbiology,"{'Year': '1998', 'Month': 'Oct'}",10.1046/j.1365-2958.1998.01039.x,,Likely no free text
7511369,Incorporation of specific wall proteins during yeast and mycelial protoplast regeneration in Candida albicans.,Archives of microbiology,{'Year': '1994'},10.1007/BF00276475,,Likely no free text
20383711,"Candida albicans SH3-domain proteins involved in hyphal growth, cytokinesis, and vacuolar morphology.",Current genetics,"{'Year': '2010', 'Month': 'Aug'}",10.1007/s00294-010-0301-7,,Likely no free text
2269432,A Candida albicans homolog of a human cyclophilin gene encodes a peptidyl-prolyl cis-trans isomerase.,Gene,"{'Year': '1990', 'Month': 'Dec', 'Day': '15'}",10.1016/0378-1119(90)90252-m,,Likely no free text
11694594,Signaling through adenylyl cyclase is essential for hyphal growth and virulence in the pathogenic fungus Candida albicans.,Molecular biology of the cell,"{'Year': '2001', 'Month': 'Nov'}",10.1091/mbc.12.11.3631,PMC60281,Likely Freely Available
9767719,"Isolation of adenylate cyclase gene-specific sequences from Ophiostoma novo-ulmi, Candida albicans, and Agaricus bisporus by PCR.",Current microbiology,"{'Year': '1998', 'Month': 'Nov'}",10.1007/s002849900393,,Likely no free text
21124988,CO(2) acts as a signalling molecule in populations of the fungal pathogen Candida albicans.,PLoS pathogens,"{'Year': '2010', 'Month': 'Nov', 'Day': '18'}",10.1371/journal.ppat.1001193,PMC2987819,Likely Freely Available
16303561,Fungal adenylyl cyclase integrates CO2 sensing with cAMP signaling and virulence.,Current biology : CB,"{'Year': '2005', 'Month': 'Nov', 'Day': '22'}",10.1016/j.cub.2005.10.040,PMC3646525,Likely Freely Available
21992526,Characterization of a hyperactive Cyr1 mutant reveals new regulatory mechanisms for cellular cAMP levels in Candida albicans.,Molecular microbiology,"{'Year': '2011', 'Month': 'Nov'}",10.1111/j.1365-2958.2011.07859.x,,Likely no free text
16407097,Ras pathway signaling accelerates programmed cell death in the pathogenic fungus Candida albicans.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2006', 'Month': 'Jan', 'Day': '17'}",10.1073/pnas.0506405103,PMC1334641,Likely Freely Available
21829325,Alternative mating type configurations (a/α versus a/a or α/α) of Candida albicans result in alternative biofilms regulated by different pathways.,PLoS biology,"{'Year': '2011', 'Month': 'Aug'}",10.1371/journal.pbio.1001117,PMC3149048,Likely Freely Available
16856944,RA domain-mediated interaction of Cdc35 with Ras1 is essential for increasing cellular cAMP level for Candida albicans hyphal development.,Molecular microbiology,"{'Year': '2006', 'Month': 'Jul'}",10.1111/j.1365-2958.2006.05248.x,,Likely no free text
19200725,CO(2) regulates white-to-opaque switching in Candida albicans.,Current biology : CB,"{'Year': '2009', 'Month': 'Feb', 'Day': '24'}",10.1016/j.cub.2009.01.018,PMC2667266,Likely Freely Available
16267276,The Flo8 transcription factor is essential for hyphal development and virulence in Candida albicans.,Molecular biology of the cell,"{'Year': '2006', 'Month': 'Jan'}",10.1091/mbc.e05-06-0502,PMC1345667,Likely Freely Available
21666074,The quorum-sensing molecules farnesol/homoserine lactone and dodecanol operate via distinct modes of action in Candida albicans.,Eukaryotic cell,"{'Year': '2011', 'Month': 'Aug'}",10.1128/EC.05060-11,PMC3165441,Likely Freely Available
9593148,Photoaffinity analog of the semisynthetic echinocandin LY303366: identification of echinocandin targets in Candida albicans.,Antimicrobial agents and chemotherapy,"{'Year': '1998', 'Month': 'May'}",10.1128/AAC.42.5.1187,PMC105773,Likely Freely Available
18551173,Environmental induction of white-opaque switching in Candida albicans.,PLoS pathogens,"{'Year': '2008', 'Month': 'Jun', 'Day': '13'}",10.1371/journal.ppat.1000089,PMC2405950,Likely Freely Available
17880264,Interlocking transcriptional feedback loops control white-opaque switching in Candida albicans.,PLoS biology,"{'Year': '2007', 'Month': 'Oct'}",10.1371/journal.pbio.0050256,PMC1976629,Likely Freely Available
23873867,"Candida albicans Czf1 and Efg1 coordinate the response to farnesol during quorum sensing, white-opaque thermal dimorphism, and cell death.",Eukaryotic cell,"{'Year': '2013', 'Month': 'Sep'}",10.1128/EC.00311-12,PMC3811573,Likely Freely Available
11114181,The inducible N-acetylglucosamine catabolic pathway gene cluster in Candida albicans: discrete N-acetylglucosamine-inducible factors interact at the promoter of NAG1.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2000', 'Month': 'Dec', 'Day': '19'}",10.1073/pnas.250452997,PMC18898,Likely Freely Available
11298769,Identification and characterization of the genes for N-acetylglucosamine kinase and N-acetylglucosamine-phosphate deacetylase in the pathogenic fungus Candida albicans.,European journal of biochemistry,"{'Year': '2001', 'Month': 'Apr'}",10.1046/j.1432-1327.2001.02135.x,,Likely no free text
11705974,Attenuation of virulence and changes in morphology in Candida albicans by disruption of the N-acetylglucosamine catabolic pathway.,Infection and immunity,"{'Year': '2001', 'Month': 'Dec'}",10.1128/IAI.69.12.7898-7903.2001,PMC98888,Likely Freely Available
21571923,"The essentiality of the fungus-specific Dam1 complex is correlated with a one-kinetochore-one-microtubule interaction present throughout the cell cycle, independent of the nature of a centromere.",Eukaryotic cell,"{'Year': '2011', 'Month': 'Oct'}",10.1128/EC.05093-11,PMC3187063,Likely Freely Available
37793775,Functional plasticity in chromosome-microtubule coupling on the evolutionary time scale.,Life science alliance,"{'Year': '2023', 'Month': 'Dec'}",10.26508/lsa.202201720,PMC10551642,Likely Freely Available
14617156,Nitrogen metabolism and virulence of Candida albicans require the GATA-type transcriptional activator encoded by GAT1.,Molecular microbiology,"{'Year': '2003', 'Month': 'Nov'}",10.1046/j.1365-2958.2003.03747.x,,Likely no free text
19460099,Dbf2 is essential for cytokinesis and correct mitotic spindle formation in Candida albicans.,Molecular microbiology,"{'Year': '2009', 'Month': 'Jun'}",10.1111/j.1365-2958.2009.06729.x,,Likely no free text
33051364,"Rsr1 Palmitoylation and GTPase Activity Status Differentially Coordinate Nuclear, Septin, and Vacuole Dynamics in Candida albicans.",mBio,"{'Year': '2020', 'Month': 'Oct', 'Day': '13'}",10.1128/mBio.01666-20,PMC7554666,Likely Freely Available
17351132,Computational and experimental approaches double the number of known introns in the pathogenic yeast Candida albicans.,Genome research,"{'Year': '2007', 'Month': 'Apr'}",10.1101/gr.6111907,PMC1832096,Likely Freely Available
18579689,Activation of Rac1 by the guanine nucleotide exchange factor Dck1 is required for invasive filamentous growth in the pathogen Candida albicans.,Molecular biology of the cell,"{'Year': '2008', 'Month': 'Sep'}",10.1091/mbc.e07-12-1272,PMC2526690,Likely Freely Available
20444104,"The Candida albicans ELMO homologue functions together with Rac1 and Dck1, upstream of the MAP Kinase Cek1, in invasive filamentous growth.",Molecular microbiology,"{'Year': '2010', 'Month': 'Jun'}",10.1111/j.1365-2958.2010.07186.x,,Likely no free text
22056521,Accumulation of P-bodies in Candida albicans under different stress and filamentous growth conditions.,Fungal genetics and biology : FG & B,"{'Year': '2011', 'Month': 'Dec'}",10.1016/j.fgb.2011.10.003,,Likely no free text
22173636,Candida albicans Dicer (CaDcr1) is required for efficient ribosomal and spliceosomal RNA maturation.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2012', 'Month': 'Jan', 'Day': '10'}",10.1073/pnas.1118859109,PMC3258626,Likely Freely Available
18509269,"The Candida albicans Ddr48 protein is essential for filamentation, stress response, and confers partial antifungal drug resistance.",Medical science monitor : international medical journal of experimental and clinical research,"{'Year': '2008', 'Month': 'Jun'}",,,Likely no free text
27623739,A functional link between hyphal maintenance and quorum sensing in Candida albicans.,Molecular microbiology,"{'Year': '2017', 'Month': 'Feb'}",10.1111/mmi.13526,,Likely no free text
21512583,The Candida albicans-specific gene EED1 encodes a key regulator of hyphal extension.,PloS one,"{'Year': '2011', 'Month': 'Apr', 'Day': '07'}",10.1371/journal.pone.0018394,PMC3075580,Likely Freely Available
11937514,Identification and characterization of a sphingolipid delta 4-desaturase family.,The Journal of biological chemistry,"{'Year': '2002', 'Month': 'Jul', 'Day': '12'}",10.1074/jbc.M202947200,,Likely no free text
15879523,Relationship of DFG16 to the Rim101p pH response pathway in Saccharomyces cerevisiae and Candida albicans.,Eukaryotic cell,"{'Year': '2005', 'Month': 'May'}",10.1128/EC.4.5.890-899.2005,PMC1140096,Likely Freely Available
17367383,In vivo and ex vivo comparative transcriptional profiling of invasive and non-invasive Candida albicans isolates identifies genes associated with tissue invasion.,Molecular microbiology,"{'Year': '2007', 'Month': 'Mar'}",10.1111/j.1365-2958.2007.05614.x,,Likely no free text
12912894,Roles of Candida albicans Dfg5p and Dcw1p cell surface proteins in growth and hypha formation.,Eukaryotic cell,"{'Year': '2003', 'Month': 'Aug'}",10.1128/EC.2.4.746-755.2003,PMC178370,Likely Freely Available
18765290,Functional analysis of Candida albicans GPI-anchored proteins: roles in cell wall integrity and caspofungin sensitivity.,Fungal genetics and biology : FG & B,"{'Year': '2008', 'Month': 'Oct'}",10.1016/j.fgb.2008.08.003,PMC2649418,Likely Freely Available
28483525,The two transmembrane regions of Candida albicans Dfi1 contribute to its biogenesis.,Biochemical and biophysical research communications,"{'Year': '2017', 'Month': 'Jun', 'Day': '17'}",10.1016/j.bbrc.2017.04.158,PMC5521179,Likely Freely Available
20384695,A Candida albicans cell wall-linked protein promotes invasive filamentation into semi-solid medium.,Molecular microbiology,"{'Year': '2010', 'Month': 'May'}",10.1111/j.1365-2958.2010.07137.x,PMC3163599,Likely Freely Available
24155896,Calmodulin binding to Dfi1p promotes invasiveness of Candida albicans.,PloS one,{'Year': '2013'},10.1371/journal.pone.0076239,PMC3796530,Likely Freely Available
7916311,Sequence of a dihydrofolate reductase-encoding gene from Candida albicans.,Gene,"{'Year': '1994', 'Month': 'Sep', 'Day': '15'}",10.1016/0378-1119(94)90049-3,,Likely no free text
3031460,Development of autonomously replicating plasmids for Candida albicans.,Molecular and cellular biology,"{'Year': '1987', 'Month': 'Jan'}",10.1128/mcb.7.1.209-217.1987,PMC365058,Likely Freely Available
9374515,X-ray crystallographic studies of Candida albicans dihydrofolate reductase. High resolution structures of the holoenzyme and an inhibited ternary complex.,The Journal of biological chemistry,"{'Year': '1997', 'Month': 'Nov', 'Day': '28'}",10.1074/jbc.272.48.30289,,Likely no free text
18663031,CYP56 (Dit2p) in Candida albicans: characterization and investigation of its role in growth and antifungal drug susceptibility.,Antimicrobial agents and chemotherapy,"{'Year': '2008', 'Month': 'Oct'}",10.1128/AAC.00446-08,PMC2565921,Likely Freely Available
8725225,DLH1 is a functional Candida albicans homologue of the meiosis-specific gene DMC1.,Genetics,"{'Year': '1996', 'Month': 'Jun'}",10.1093/genetics/143.2.769,PMC1207335,Likely Freely Available
36214556,Lipid Transport by <i>Candida albicans</i> Dnf2 Is Required for Hyphal Growth and Virulence.,Infection and immunity,"{'Year': '2022', 'Month': 'Nov', 'Day': '17'}",10.1128/iai.00416-22,PMC9670988,Likely Freely Available
36516161,Two distinct lipid transporters together regulate invasive filamentous growth in the human fungal pathogen Candida albicans.,PLoS genetics,"{'Year': '2022', 'Month': 'Dec'}",10.1371/journal.pgen.1010549,PMC9797089,Likely Freely Available
30463019,A Metabolic Checkpoint for the Yeast-to-Hyphae Developmental Switch Regulated by Endogenous Nitric Oxide Signaling.,Cell reports,"{'Year': '2018', 'Month': 'Nov', 'Day': '20'}",10.1016/j.celrep.2018.10.080,,Likely no free text
17379712,Multiple functions of DOA1 in Candida albicans.,"Microbiology (Reading, England)","{'Year': '2007', 'Month': 'Apr'}",10.1099/mic.0.2006/002741-0,,Likely no free text
37645016,Characterization of endoplasmic reticulum-associated degradation in the human fungal pathogen <i>Candida albicans</i>.,PeerJ,{'Year': '2023'},10.7717/peerj.15897,PMC10461541,Likely Freely Available
15796987,Disruption of a gene encoding glycerol 3-phosphatase from Candida albicans impairs intracellular glycerol accumulation-mediated salt-tolerance.,FEMS microbiology letters,"{'Year': '2005', 'Month': 'Apr', 'Day': '01'}",10.1016/j.femsle.2005.02.031,,Likely no free text
27768707,Dom34 Links Translation to Protein O-mannosylation.,PLoS genetics,"{'Year': '2016', 'Month': 'Oct'}",10.1371/journal.pgen.1006395,PMC5074521,Likely Freely Available
10953084,Evaluation of the CaMAL2 promoter for regulated expression of genes in Candida albicans.,"Yeast (Chichester, England)","{'Year': '2000', 'Month': 'Sep', 'Day': '15'}",10.1002/1097-0061(20000915)16:12<1121::AID-YEA614>3.0.CO;2-U,,Likely no free text
26299246,Dolichol phosphate mannose synthase from the pathogenic yeast Candida albicans is a multimeric enzyme.,Biochimica et biophysica acta,"{'Year': '2015', 'Month': 'Nov'}",10.1016/j.bbagen.2015.08.012,,Likely no free text
17283095,"Effect of farnesol on a mouse model of systemic candidiasis, determined by use of a DPP3 knockout mutant of Candida albicans.",Infection and immunity,"{'Year': '2007', 'Month': 'Apr'}",10.1128/IAI.01182-06,PMC1865729,Likely Freely Available
17159222,A conserved G protein (Drg1p) plays a role in regulation of invasive filamentation in Candida albicans.,"Microbiology (Reading, England)","{'Year': '2006', 'Month': 'Dec'}",10.1099/mic.0.29246-0,,Likely no free text
21760783,"The Candida albicans Dse1 Protein Is Essential and Plays a Role in Cell Wall Rigidity, Biofilm Formation, and Virulence.",Interdisciplinary perspectives on infectious diseases,{'Year': '2011'},10.1155/2011/504280,PMC3134095,Likely Freely Available
19188358,Arginine-induced germ tube formation in Candida albicans is essential for escape from murine macrophage line RAW 264.7.,Infection and immunity,"{'Year': '2009', 'Month': 'Apr'}",10.1128/IAI.01452-08,PMC2663133,Likely Freely Available
23144764,"Urea amidolyase (DUR1,2) contributes to virulence and kidney pathogenesis of Candida albicans.",PloS one,{'Year': '2012'},10.1371/journal.pone.0048475,PMC3483220,Likely Freely Available
20884691,"Dur3 is the major urea transporter in Candida albicans and is co-regulated with the urea amidolyase Dur1,2.","Microbiology (Reading, England)","{'Year': '2011', 'Month': 'Jan'}",10.1099/mic.0.045005-0,PMC3069533,Likely Freely Available
7874734,MluI site-dependent transcriptional regulation of the Candida albicans dUTPase gene.,Current genetics,"{'Year': '1994', 'Season': 'Nov-Dec'}",10.1007/BF00309928,,Likely no free text
15590831,Deletion of the dynein heavy-chain gene DYN1 leads to aberrant nuclear positioning and defective hyphal development in Candida albicans.,Eukaryotic cell,"{'Year': '2004', 'Month': 'Dec'}",10.1128/EC.3.6.1574-1588.2004,PMC539012,Likely Freely Available
14665461,"EAP1, a Candida albicans gene involved in binding human epithelial cells.",Eukaryotic cell,"{'Year': '2003', 'Month': 'Dec'}",10.1128/EC.2.6.1266-1273.2003,PMC326646,Likely Freely Available
17416898,"Eap1p, an adhesin that mediates Candida albicans biofilm formation in vitro and in vivo.",Eukaryotic cell,"{'Year': '2007', 'Month': 'Jun'}",10.1128/EC.00049-07,PMC1951519,Likely Freely Available
10956044,Stabilization of a novel enzyme.substrate intermediate in the Y206F mutant of Candida albicans EBP1: evidence for acid catalysis.,Biochemistry,"{'Year': '2000', 'Month': 'Aug', 'Day': '29'}",10.1021/bi000653s,,Likely no free text
7582028,Oestrogen-binding protein in Candida albicans: antibody development and cellular localization by electron immunocytochemistry.,"Microbiology (Reading, England)","{'Year': '1995', 'Month': 'Oct'}",10.1099/13500872-141-10-2685,,Likely no free text
8302868,Candida albicans estrogen-binding protein gene encodes an oxidoreductase that is inhibited by estradiol.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '1994', 'Month': 'Feb', 'Day': '01'}",10.1073/pnas.91.3.922,PMC521425,Likely Freely Available
9760270,Binding and reactivity of Candida albicans estrogen binding protein with steroid and other substrates.,Biochemistry,"{'Year': '1998', 'Month': 'Oct', 'Day': '06'}",10.1021/bi981106y,,Likely no free text
10956043,Transient kinetics and intermediates formed during the electron transfer reaction catalyzed by Candida albicans estrogen binding protein.,Biochemistry,"{'Year': '2000', 'Month': 'Aug', 'Day': '29'}",10.1021/bi0006520,,Likely no free text
27027296,Candidalysin is a fungal peptide toxin critical for mucosal infection.,Nature,"{'Year': '2016', 'Month': 'Apr', 'Day': '07'}",10.1038/nature17625,PMC4851236,Likely Freely Available
36548771,Candidalysin Is the Hemolytic Factor of <i>Candida albicans</i>.,Toxins,"{'Year': '2022', 'Month': 'Dec', 'Day': '15'}",10.3390/toxins14120874,PMC9785678,Likely Freely Available
37819761,Toll-like receptor 4 and CD11b expressed on microglia coordinate eradication of Candida albicans cerebral mycosis.,Cell reports,"{'Year': '2023', 'Month': 'Oct', 'Day': '31'}",10.1016/j.celrep.2023.113240,PMC10753853,Likely Freely Available
38448595,The hyphal-specific toxin candidalysin promotes fungal gut commensalism.,Nature,"{'Year': '2024', 'Month': 'Mar'}",10.1038/s41586-024-07142-4,PMC11230112,Likely Freely Available
23246394,ECM17-dependent methionine/cysteine biosynthesis contributes to biofilm formation in Candida albicans.,Fungal genetics and biology : FG & B,"{'Year': '2013', 'Month': 'Feb'}",10.1016/j.fgb.2012.11.010,,Likely no free text
18368314,"Role of CaECM25 in cell morphogenesis, cell growth and virulence in Candida albicans.","Science in China. Series C, Life sciences","{'Year': '2008', 'Month': 'Apr'}",10.1007/s11427-008-0051-7,,Likely no free text
15470113,"The GPI-anchored protein CaEcm33p is required for cell wall integrity, morphogenesis and virulence in Candida albicans.","Microbiology (Reading, England)","{'Year': '2004', 'Month': 'Oct'}",10.1099/mic.0.27320-0,,Likely no free text
18546157,Immunoproteomic analysis of the protective response obtained from vaccination with Candida albicans ecm33 cell wall mutant in mice.,Proteomics,"{'Year': '2008', 'Month': 'Jul'}",10.1002/pmic.200701056,,Likely no free text
22665950,"Disruption of the ECM33 gene in Candida albicans prevents biofilm formation, engineered human oral mucosa tissue damage and gingival cell necrosis/apoptosis.",Mediators of inflammation,{'Year': '2012'},10.1155/2012/398207,PMC3361342,Likely Freely Available
18723603,C-terminal signals regulate targeting of glycosylphosphatidylinositol-anchored proteins to the cell wall or plasma membrane in Candida albicans.,Eukaryotic cell,"{'Year': '2008', 'Month': 'Nov'}",10.1128/EC.00148-08,PMC2583546,Likely Freely Available
20337724,Expression of Candida albicans glutathione transferases is induced inside phagocytes and upon diverse environmental stresses.,FEMS yeast research,"{'Year': '2010', 'Month': 'Jun'}",10.1111/j.1567-1364.2010.00613.x,,Likely no free text
23769872,"Ecm7, a regulator of HACS, functions in calcium homeostasis maintenance, oxidative stress response and hyphal development in Candida albicans.",Fungal genetics and biology : FG & B,"{'Year': '2013', 'Month': 'Aug'}",10.1016/j.fgb.2013.05.010,,Likely no free text
11130864,Complementation of Saccharomyces cerevisiae mutations in genes involved in translation and protein folding (EFB1 and SSB1) with Candida albicans cloned genes.,Research in microbiology,"{'Year': '2000', 'Month': 'Nov'}",10.1016/s0923-2508(00)01139-6,,Likely no free text
8961551,Molecular cloning and characterization of a Candida albicans gene (EFB1) coding for the elongation factor EF-1 beta.,FEMS microbiology letters,"{'Year': '1996', 'Month': 'Dec', 'Day': '01'}",10.1111/j.1574-6968.1996.tb08571.x,,Likely no free text
12798685,Adaptation of the Efg1p morphogenetic pathway in Candida albicans by negative autoregulation and PKA-dependent repression of the EFG1 gene.,Journal of molecular biology,"{'Year': '2003', 'Month': 'Jun', 'Day': '20'}",10.1016/s0022-2836(03)00505-9,,Likely no free text
9155024,"Efg1p, an essential regulator of morphogenesis of the human pathogen Candida albicans, is a member of a conserved class of bHLH proteins regulating morphogenetic processes in fungi.",The EMBO journal,"{'Year': '1997', 'Month': 'Apr', 'Day': '15'}",10.1093/emboj/16.8.1982,PMC1169801,Likely Freely Available
11290709,A potential phosphorylation site for an A-type kinase in the Efg1 regulator protein contributes to hyphal morphogenesis of Candida albicans.,Genetics,"{'Year': '2001', 'Month': 'Apr'}",10.1093/genetics/157.4.1523,PMC1461612,Likely Freely Available
12634327,Haemin uptake and use as an iron source by Candida albicans: role of CaHMX1-encoded haem oxygenase.,"Microbiology (Reading, England)","{'Year': '2003', 'Month': 'Mar'}",10.1099/mic.0.26108-0,,Likely no free text
11395474,"Efg1, a morphogenetic regulator in Candida albicans, is a sequence-specific DNA binding protein.",Journal of bacteriology,"{'Year': '2001', 'Month': 'Jul'}",10.1128/JB.183.13.4090-4093.2001,PMC95293,Likely Freely Available
11238897,"A positive regulator of mitosis, Sok2, functions as a negative regulator of meiosis in Saccharomyces cerevisiae.",Molecular and cellular biology,"{'Year': '2001', 'Month': 'Mar'}",10.1128/MCB.21.5.1603-1612.2001,PMC86706,Likely Freely Available
15760450,Role of the fungal Ras-protein kinase A pathway in governing epithelial cell interactions during oropharyngeal candidiasis.,Cellular microbiology,"{'Year': '2005', 'Month': 'Apr'}",10.1111/j.1462-5822.2004.00476.x,,Likely no free text
12492856,EFG1 is a major regulator of cell wall dynamics in Candida albicans as revealed by DNA microarrays.,Molecular microbiology,"{'Year': '2003', 'Month': 'Jan'}",10.1046/j.1365-2958.2003.03300.x,,Likely no free text
10692363,EFG1 null mutants of Candida albicans switch but cannot express the complete phenotype of white-phase budding cells.,Journal of bacteriology,"{'Year': '2000', 'Month': 'Mar'}",10.1128/JB.182.6.1580-1591.2000,PMC94455,Likely Freely Available
10456912,Control of white-opaque phenotypic switching in Candida albicans by the Efg1p morphogenetic regulator.,Infection and immunity,"{'Year': '1999', 'Month': 'Sep'}",10.1128/IAI.67.9.4655-4660.1999,PMC96790,Likely Freely Available
10496941,Chlamydospore formation in Candida albicans requires the Efg1p morphogenetic regulator.,Infection and immunity,"{'Year': '1999', 'Month': 'Oct'}",10.1128/IAI.67.10.5514-5517.1999,PMC96916,Likely Freely Available
18547332,Iron deprivation induces EFG1-mediated hyphal development in Candida albicans without affecting biofilm formation.,FEMS yeast research,"{'Year': '2008', 'Month': 'Aug'}",10.1111/j.1567-1364.2008.00394.x,,Likely no free text
16487333,A role for Efg1p in Candida albicans interactions with extracellular matrices.,FEMS microbiology letters,"{'Year': '2006', 'Month': 'Mar'}",10.1111/j.1574-6968.2006.00109.x,,Likely no free text
10865906,Caco-2 monolayer as a model for transepithelial migration of the fungal pathogen Candida albicans.,Mycoses,{'Year': '1999'},,,Likely no free text
21354799,Immunosensing during colonization by Candida albicans: does it take a village to colonize the intestine?,Trends in microbiology,"{'Year': '2011', 'Month': 'Jun'}",10.1016/j.tim.2011.01.009,PMC3662242,Likely Freely Available
10095118,Translation elongation factor 2 is encoded by a single essential gene in Candida albicans.,Gene,"{'Year': '1999', 'Month': 'Mar', 'Day': '18'}",10.1016/s0378-1119(99)00024-4,,Likely no free text
10428815,Sordarin inhibits fungal protein synthesis by blocking translocation differently to fusidic acid.,The Journal of biological chemistry,"{'Year': '1999', 'Month': 'Aug', 'Day': '06'}",10.1074/jbc.274.32.22423,,Likely no free text
24497638,Candida albicans utilizes a modified β-oxidation pathway for the degradation of toxic propionyl-CoA.,The Journal of biological chemistry,"{'Year': '2014', 'Month': 'Mar', 'Day': '21'}",10.1074/jbc.M113.517672,PMC3961645,Likely Freely Available
20491942,Ambiguous decoding of the CUG codon alters the functionality of the Candida albicans translation initiation factor 4E.,FEMS yeast research,"{'Year': '2010', 'Month': 'Aug', 'Day': '01'}",10.1111/j.1567-1364.2010.00629.x,,Likely no free text
